State Name,Constituency Name,Candidates Name,Party Name,Party Type,Votes Secured,% Of Votes Secured - Over Total Electors In Constituency,% Of Votes Secured - Over Total Valid Votes In Constituency,Status,Total Valid Votes,Total Electors In Constituency
Andhra Pradesh,Araku (ST),Avashya Lahari . Varam,BSP,N,25750,1.65,2.31,FD,1113975,1557153
Andhra Pradesh,Araku (ST),Kothapalli Geetha,BJP,N,426425,27.38,38.28,L,1113975,1557153
Andhra Pradesh,Araku (ST),Gumma Thanuja Rani,YSRCP,S,477005,30.63,42.82,W,1113975,1557153
Andhra Pradesh,Araku (ST),Athidhi,IND,Z,8136,0.52,0.73,FD,1113975,1557153
Andhra Pradesh,Srikakulam (GEN),Borubadra Chandrakala,BCYP,U,1357,0.08,0.11,FD,1211081,1646686
Andhra Pradesh,Visakhapatnam (GEN),Jhansi Lakshmi. Botcha.,YSRCP,S,403220,20.88,29.18,L,1381812,1931398
Andhra Pradesh,Visakhapatnam (GEN),Jaladi Vijaya Kumari,SP,S,466,0.02,0.03,FD,1381812,1931398
Andhra Pradesh,Visakhapatnam (GEN),P. Satya Vani,PPOI,U,882,0.05,0.06,FD,1381812,1931398
Andhra Pradesh,Visakhapatnam (GEN),Aruna Sri Murala,IND,Z,1993,0.1,0.14,FD,1381812,1931398
Andhra Pradesh,Visakhapatnam (GEN),Malla Sravani,IND,Z,273,0.01,0.02,FD,1381812,1931398
Andhra Pradesh,Anakapalle (GEN),Vijaya Lakshmi Karri,PPOI,U,1591,0.1,0.12,FD,1299097,1601365
Andhra Pradesh,Kakinada (GEN),Dr Anusha Yadav,BCYP,U,9854,0.6,0.75,FD,1312583,1634921
Andhra Pradesh,Rajahmundry (GEN),Daggubati Purandheshwari,BJP,N,726515,44.74,55.85,W,1300862,1623852
Andhra Pradesh,Rajahmundry (GEN),Jalli Bala Naveena,IND,Z,1254,0.08,0.1,FD,1300862,1623852
Andhra Pradesh,Narsapuram (GEN),Umabala Guduri,YSRCP,S,430636,29.22,35.19,L,1223597,1473811
Andhra Pradesh,Narsapuram (GEN),Ganji Purnima,RPI(A),U,1649,0.11,0.13,FD,1223597,1473811
Andhra Pradesh,Narsapuram (GEN),Rukhmini,IND,Z,686,0.05,0.06,FD,1223597,1473811
Andhra Pradesh,Eluru (GEN),Kavuri Lavanya,INC,N,20826,1.27,1.53,FD,1359534,1638116
Andhra Pradesh,Machilipatnam (GEN),Devamani Devarapalli,BSP,N,10028,0.65,0.77,FD,1299878,1540045
Andhra Pradesh,Machilipatnam (GEN),Anusha Yeruva,IND,Z,1235,0.08,0.1,FD,1299878,1540045
Andhra Pradesh,Machilipatnam (GEN),P. Balasowramma,IND,Z,1582,0.1,0.12,FD,1299878,1540045
Andhra Pradesh,Vijayawada (GEN),Gujjula Lalitha,SUCI,U,327,0.02,0.02,FD,1355212,1704469
Andhra Pradesh,Vijayawada (GEN),Chinthalacheruvu Hemalatha,JMBP,U,244,0.01,0.02,FD,1355212,1704469
Andhra Pradesh,Vijayawada (GEN),Datla Lurthu Meri,JRBP,U,417,0.02,0.03,FD,1355212,1704469
Andhra Pradesh,Vijayawada (GEN),Syed Khamurunnisa,NRCP,U,601,0.04,0.04,FD,1355212,1704469
Andhra Pradesh,Guntur (GEN),Gayatri Audhipudi,IND,Z,357,0.02,0.03,FD,1417984,1793324
Andhra Pradesh,Guntur (GEN),Siva Parvathi,IND,Z,266,0.01,0.02,FD,1417984,1793324
Andhra Pradesh,Bapatla (SC),Gadde. Vijaya Lakshmi,IND,Z,1051,0.07,0.08,FD,1287022,1511177
Andhra Pradesh,Ongole (GEN),Orsu Veena,JBNP,U,2267,0.14,0.16,FD,1409009,1614525
Andhra Pradesh,Nandyal (GEN),Dr Byreddy Shabari,TDP,S,701131,40.66,50.31,W,1393721,1724191
Andhra Pradesh,Nandyal (GEN),Gogula Sugunamma,JMBP,U,379,0.02,0.03,FD,1393721,1724191
Andhra Pradesh,Nandyal (GEN),Chandini Reddy Vakati,LBCP,U,556,0.03,0.04,FD,1393721,1724191
Andhra Pradesh,Ananthapur (GEN),P.Chowdeswari,IND,Z,1518,0.09,0.11,FD,1431229,1769264
Andhra Pradesh,Hindupur (GEN),Bhagya R S,BSP,N,8015,0.48,0.57,FD,1398368,1658529
Andhra Pradesh,Hindupur (GEN),J Shantha,YSRCP,S,593107,35.76,42.41,L,1398368,1658529
Andhra Pradesh,Kadapa (GEN),Y.S. Sharmila Reddy,INC,N,141039,8.59,10.81,FD,1305129,1641349
Andhra Pradesh,Thirupathi (SC),M Umadevi,JAC,U,5425,0.31,0.4,FD,1366452,1730318
Andhra Pradesh,Thirupathi (SC),Veluru. Thejovathi,SP,S,1389,0.08,0.1,FD,1366452,1730318
Arunachal Pradesh,Arunachal West (GEN),Toko Sheetal,GNASURKP,U,30530,5.87,7.68,FD,397508,520085
Assam,Kokrajhar (ST),Binita Deka,GNASURKP,U,94189,6.3,7.67,FD,1227584,1494404
Assam,Kokrajhar (ST),Triptina Rabha,IND,Z,4540,0.3,0.37,FD,1227584,1494404
Assam,Dhubri (GEN),Radharani Biswas,HSP,U,6287,0.24,0.26,FD,2438593,2663987
Assam,Barpeta (GEN),Chitralekha Das,SUCI,U,3131,0.16,0.19,FD,1668826,1979051
Assam,Darrang-Udalguri (GEN),Swarna Devi,GNASURKP,U,11112,0.5,0.62,FD,1787996,2214516
Assam,Guwahati (GEN),Bijuli Kalita Medhi,BJP,N,894887,43.87,56.67,W,1579140,2039765
Assam,Guwahati (GEN),Mira Borthakur Goswami,INC,N,643797,31.56,40.77,L,1579140,2039765
Assam,Nagaon (GEN),Sikha Sarma,IND,Z,6620,0.36,0.43,FD,1538003,1821023
Assam,Kaziranga (GEN),Roselina Tirkey,INC,N,648096,31.56,40.37,L,1605506,2053805
Assam,Kaziranga (GEN),Anima Deka Gupta,VPI,U,8673,0.42,0.54,FD,1605506,2053805
Assam,Kaziranga (GEN),Diluwara Begum Chowdhury,IND,Z,11743,0.57,0.73,FD,1605506,2053805
Assam,Sonitpur (GEN),Rinku Roy,GNASURKP,U,6823,0.42,0.54,FD,1269720,1638992
Bihar,Purvi Champaran (GEN),Gyanti Devi,PRCP,U,7008,0.39,0.66,FD,1053900,1793440
Bihar,Sheohar (GEN),Ritu Jaiswal,RJD,S,447469,24.39,43.64,L,1025434,1834437
Bihar,Sheohar (GEN),Lovely Anand,JD(U),S,476612,25.98,46.48,W,1025434,1834437
Bihar,Sheohar (GEN),Mamta Kumari,SAP,U,5435,0.3,0.53,FD,1025434,1834437
Bihar,Sitamarhi (GEN),Saiqua Nawaz Azmat,IND,Z,28912,1.48,2.72,FD,1061859,1950028
Bihar,Supaul (GEN),Kiran Devi,BSP,N,18079,0.94,1.49,FD,1212502,1928887
Bihar,Katihar (GEN),Bindu Kumari,SMJSKTP,U,5884,0.32,0.51,FD,1148607,1834512
Bihar,Purnia (GEN),Bima Bharti,RJD,S,27120,1.43,2.31,FD,1172010,1895036
Bihar,Muzaffarpur (GEN),Sabina Khatoon,INL,U,2453,0.13,0.22,FD,1104872,1869072
Bihar,Muzaffarpur (GEN),Sunita Kumari,BJKVP,U,4792,0.26,0.43,FD,1104872,1869072
Bihar,Muzaffarpur (GEN),Nilima Kumari,IND,Z,7310,0.39,0.66,FD,1104872,1869072
Bihar,Vaishali (GEN),Veena Devi,LJPRV,S,567043,30.29,49.54,W,1144600,1871877
Bihar,Vaishali (GEN),Abha Ray,PPID,U,3274,0.17,0.29,FD,1144600,1871877
Bihar,Siwan (GEN),Vijaylakshmi Devi,JD(U),S,386508,20.32,39.8,W,971054,1901956
Bihar,Siwan (GEN),Hena Shahab,IND,Z,293651,15.44,30.24,L,971054,1901956
Bihar,Saran (GEN),Rohini Acharya,RJD,S,458091,25.44,45.35,L,1010091,1800790
Bihar,Saran (GEN),Arti Kumari,IND,Z,3023,0.17,0.3,FD,1010091,1800790
Bihar,Ujiarpur (GEN),Nikki Jha,JRJP,U,1020,0.06,0.1,FD,1018799,1748377
Bihar,Samastipur (SC),Shambhavi,LJPRV,S,579786,31.86,54.6,W,1061924,1820016
Bihar,Samastipur (SC),Amrita Kumari,IND,Z,2852,0.16,0.27,FD,1061924,1820016
Bihar,Khagaria (GEN),Kanchan Mala,HNDPPD,U,1506,0.08,0.15,FD,1030783,1843767
Bihar,Khagaria (GEN),Rupam Devi,IND,Z,27395,1.49,2.66,FD,1030783,1843767
Bihar,Bhagalpur (GEN),Poonam Singh,BSP,N,12646,0.64,1.23,FD,1032278,1988207
Bihar,Munger (GEN),Kumari Anita,RJD,S,469276,22.87,42.01,L,1117130,2051829
Bihar,Nalanda (GEN),Nisha Ranjan,SAP,U,2415,0.11,0.21,FD,1125166,2293994
Bihar,Nalanda (GEN),Puja Devi,IND,Z,1505,0.07,0.13,FD,1125166,2293994
Bihar,Nalanda (GEN),Sanyukta Kumari,IND,Z,6238,0.27,0.55,FD,1125166,2293994
Bihar,Patliputra (GEN),Misha Bharti,RJD,S,613283,29.48,50.08,W,1224493,2080613
Bihar,Patliputra (GEN),Khushboo Kumari,AKBRPRVP,U,1483,0.07,0.12,FD,1224493,2080613
Bihar,Patliputra (GEN),Madhuri Kumari,AIFB,S,1302,0.06,0.11,FD,1224493,2080613
Bihar,Patliputra (GEN),Vindu Devi,RJBP,U,10744,0.52,0.88,FD,1224493,2080613
Bihar,Arrah (GEN),Sumitra Devi,JRJP,U,1674,0.08,0.16,FD,1079598,2183625
Bihar,Buxar (GEN),Hem Lata,JRJP,U,1570,0.08,0.15,FD,1064142,1934352
Bihar,Sasaram (SC),Punam Devi,JNTRAAWJP,U,2654,0.14,0.25,FD,1079856,1914914
Bihar,Karakat (GEN),Priyanka Prasad Choudhary,AIMIM,S,11006,0.58,1.09,FD,1010023,1888005
Bihar,Jahanabad (GEN),Minta Devi,IND,Z,16123,0.96,1.76,FD,914315,1678716
Bihar,Aurangabad (GEN),Pratibha Rani,PPID,U,12308,0.66,1.33,FD,923253,1875809
Bihar,Gaya (SC),Sushma Kumari,BSP,N,12376,0.68,1.31,FD,946388,1821330
Bihar,Jamui (SC),Archana Kumari,RJD,S,396564,20.76,41.61,L,953051,1910619
Goa,North Goa (GEN),Milan R Vaingankar,BSP,N,1631,0.28,0.36,FD,450436,580710
Goa,South Goa (GEN),Pallavi Shrinivas Dempo,BJP,N,204301,34.11,45.84,L,445683,598934
Goa,South Goa (GEN),Dr Sweta Gaonkar,BSP,N,1581,0.26,0.35,FD,445683,598934
Gujarat,Kachchh (SC),Kavitaben Dineshbhai Machchhoya,IND,Z,3366,0.17,0.31,FD,1076415,1943633
Gujarat,Kachchh (SC),Vanazara Hiraben Dalpatbhai,IND,Z,5151,0.27,0.48,FD,1076415,1943633
Gujarat,Banaskantha (GEN),Geniben Nagaji Thakor,INC,N,671883,34.22,49.63,W,1353736,1963312
Gujarat,Banaskantha (GEN),Dr. Rekhaben Hiteshbhai Chaudhari,BJP,N,641477,32.67,47.39,L,1353736,1963312
Gujarat,Sabarkantha (GEN),Shobhanaben Mahendrasinh Baraiya,BJP,N,677318,34.19,54.26,W,1248282,1980797
Gujarat,Sabarkantha (GEN),Thakor Indiraben Jitendrasinh,ISP,U,1436,0.07,0.12,FD,1248282,1980797
Gujarat,Sabarkantha (GEN),Bhavnaba Narendrasinh Parmar,IND,Z,5459,0.28,0.44,FD,1248282,1980797
Gujarat,Gandhinagar (GEN),Sonal Ramanbhai Patel,INC,N,266256,12.19,20.48,L,1299797,2183402
Gujarat,Gandhinagar (GEN),Maurya Sumitra Devnarian,PAP,U,1217,0.06,0.09,FD,1299797,2183402
Gujarat,Gandhinagar (GEN),Mansuri Suhana,IND,Z,1453,0.07,0.11,FD,1299797,2183402
Gujarat,Jamnagar (GEN),Poonamben Hematbhai Maadam,BJP,N,620049,34.09,59.61,W,1040151,1818959
Gujarat,Amreli (GEN),Jenny Thummar,INC,N,259804,14.99,30.03,L,865077,1733367
Gujarat,Bhavnagar (GEN),Nimuben Jayantibhai Bambhaniya (Nimuben Bambhaniya),BJP,N,716883,37.37,69.7,W,1028467,1918394
Gujarat,Bhavnagar (GEN),Brahmakshtriya Bhagvatiben Khetsinh,IND,Z,1624,0.08,0.16,FD,1028467,1918394
Gujarat,Kheda (GEN),Indiradevi Hiralal Vora,GRBKLYNP,U,1135,0.06,0.1,FD,1157024,2008281
Gujarat,Dahod (ST),Dr. Prabhaben Kishorsinh Taviyad,INC,N,355038,18.92,32.77,L,1083356,1876247
Gujarat,Bharuch (GEN),Gitaben Manubhai Machhi,MLCNG,U,2764,0.16,0.24,FD,1175681,1723670
Gujarat,Bardoli (ST),Rekhaben Harsingbhai Chaudhari,BSP,N,16144,0.79,1.23,FD,1313791,2048788
Gujarat,Navsari (GEN),Sumanben Khushwa (Hansika Rajput),SVPP,U,1426,0.06,0.11,FD,1317754,2223804
Haryana,AMBALA (SC),Kiran Punia,JNJP,S,6092,0.3,0.45,FD,1340270,2003510
Haryana,AMBALA (SC),Banto Kataria,BJP,N,614621,30.68,45.86,L,1340270,2003510
Haryana,KURUKSHETRA (GEN),Pataso Devi Ex-Sarpanch,IND,Z,1379,0.08,0.11,FD,1203433,1799822
Haryana,SIRSA (SC),Selja,INC,N,733823,37.8,54.34,W,1350509,1941319
Haryana,HISAR (GEN),Naina Singh Chautala,JNJP,S,22032,1.22,1.88,FD,1170749,1799539
Haryana,HISAR (GEN),Sunaina Chautala,INLD,S,22303,1.24,1.91,FD,1170749,1799539
Haryana,HISAR (GEN),Poonam Mor,IND,Z,1241,0.07,0.11,FD,1170749,1799539
Haryana,KARNAL (GEN),Leena Kohli,IND,Z,1292,0.06,0.1,FD,1341937,2109702
Haryana,KARNAL (GEN),Sonia,IND,Z,1851,0.09,0.14,FD,1341937,2109702
Haryana,ROHTAK (GEN),Kalawati,IND,Z,2150,0.11,0.17,FD,1246084,1913628
Haryana,ROHTAK (GEN),Manisha,IND,Z,431,0.02,0.03,FD,1246084,1913628
Haryana,BHIWANI-MAHENDRAGARH (GEN),Varsha,IND,Z,1053,0.06,0.09,FD,1178108,1821764
Haryana,BHIWANI-MAHENDRAGARH (GEN),Seema,IND,Z,2979,0.16,0.25,FD,1178108,1821764
Haryana,GURGAON (GEN),Vandna Guliya,RTORP,U,1000,0.04,0.06,FD,1594815,2584982
Haryana,FARIDABAD (GEN),Brijabala,PPID,U,1380,0.06,0.09,FD,1464501,2436637
Haryana,FARIDABAD (GEN),Shakila Hussain,LOKJANP,U,551,0.02,0.04,FD,1464501,2436637
Himachal Pradesh,KANGRA (GEN),Rekha Chaudhary,BSP,N,7753,0.51,0.75,FD,1030496,1524032
Himachal Pradesh,MANDI (GEN),Kangna Ranaut,BJP,N,537022,38.99,53.16,W,1010165,1377173
Himachal Pradesh,MANDI (GEN),Rakhee Gupta,IND,Z,1051,0.08,0.1,FD,1010165,1377173
Karnataka,Chikkodi (GEN),Priyanka Satish Jarkiholi,INC,N,713461,40.3,51.31,W,1390485,1770523
Karnataka,Bagalkot (GEN),Samyukta Shivanand Patil,INC,N,602640,33.29,45.86,L,1314141,1810090
Karnataka,Bagalkot (GEN),Jyoti Guledgudda,IND,Z,4645,0.26,0.35,FD,1314141,1810090
Karnataka,Bijapur (SC),Nagajyoti.B.N.,SUCI,U,2392,0.12,0.19,FD,1288612,1947976
Karnataka,Bijapur (SC),Bhovi Tarabai,IND,Z,4353,0.22,0.34,FD,1288612,1947976
Karnataka,Gulbarga (SC),Jyoti Ramesh Chavan,IND,Z,2805,0.13,0.22,FD,1302048,2098778
Karnataka,Gulbarga (SC),Tarabai Bhovi,IND,Z,1550,0.07,0.12,FD,1302048,2098778
Karnataka,Raichur (ST),Yallamma Dalapathi,IND,Z,3634,0.18,0.28,FD,1289769,2010441
Karnataka,Koppal (GEN),Ramzanbee,AIUC,U,806,0.04,0.06,FD,1325417,1867016
Karnataka,Koppal (GEN),Rukmini,IND,Z,5282,0.28,0.4,FD,1325417,1867016
Karnataka,Haveri (GEN),Tanu Chikkanna Yadav,KRS,U,636,0.04,0.05,FD,1384947,1794394
Karnataka,Haveri (GEN),Rasheeda Begum,IMP,U,397,0.02,0.03,FD,1384947,1794394
Karnataka,Haveri (GEN),Sunanda Kariyappa Shirhatti,IND,Z,4707,0.26,0.34,FD,1384947,1794394
Karnataka,Uttara Kannada (GEN),Dr. Anjali Nimbalkar,INC,N,445067,27.04,35.53,L,1252585,1645721
Karnataka,Davanagere (GEN),Gayithri Siddeshwara,BJP,N,606965,35.5,46.08,L,1317192,1709809
Karnataka,Davanagere (GEN),Dr. Prabha Mallikarjun,INC,N,633059,37.03,48.06,W,1317192,1709809
Karnataka,Davanagere (GEN),G.M.Gayitri Siddeshi,IND,Z,2464,0.14,0.19,FD,1317192,1709809
Karnataka,Davanagere (GEN),T.Jabeena Aapa,IND,Z,5128,0.3,0.39,FD,1317192,1709809
Karnataka,Davanagere (GEN),Taslim Banu,IND,Z,4141,0.24,0.31,FD,1317192,1709809
Karnataka,Shimoga (GEN),Geetha Shivarajkumar,INC,N,535006,30.51,38.97,L,1372892,1753615
Karnataka,Shimoga (GEN),Pooja N. Annaiah,IND,Z,3457,0.2,0.25,FD,1372892,1753615
Karnataka,Dakshina Kannada (GEN),Ranjini. M,KRS,U,776,0.04,0.06,FD,1392194,1818127
Karnataka,Chitradurga (SC),Sujatha .D.,SUCI,U,1014,0.05,0.07,FD,1363719,1857385
Karnataka,Chitradurga (SC),Tulasi.H,IND,Z,1082,0.06,0.08,FD,1363719,1857385
Karnataka,Tumkur (GEN),R. Pushpa,IND,Z,629,0.04,0.05,FD,1296991,1661834
Karnataka,Mandya (GEN),Ranjitha. N,IND,Z,2909,0.16,0.2,FD,1452531,1780149
Karnataka,Mysore (GEN),Prajakeeya Leela Shivakumar,UPJP,U,1754,0.08,0.12,FD,1479983,2094310
Karnataka,Chamarajanagar (SC),Suma.S,SUCI,U,3826,0.22,0.28,FD,1361654,1778667
Karnataka,Bangalore Rural (GEN),Hemavathi K,SUCI,U,1774,0.06,0.09,FD,1908891,2802956
Karnataka,Bangalore North (GEN),Shobha Karandlaje,BJP,N,986049,30.67,56.7,W,1738950,3215291
Karnataka,Bangalore North (GEN),Y.R.Kalleshwari,SAJP,U,1077,0.03,0.06,FD,1738950,3215291
Karnataka,Bangalore North (GEN),Nirmala H.L,SUCI,U,977,0.03,0.06,FD,1738950,3215291
Karnataka,Bangalore North (GEN),Lakshmi Srihari.J.N.,IND,Z,2094,0.07,0.12,FD,1738950,3215291
Karnataka,Bangalore North (GEN),Shobha,IND,Z,1280,0.04,0.07,FD,1738950,3215291
Karnataka,Bangalore North (GEN),Sudha. V,IND,Z,657,0.02,0.04,FD,1738950,3215291
Karnataka,Bangalore central (GEN),Abhaya Sheela.,RTSMJD,U,635,0.03,0.05,FD,1304384,2434254
Karnataka,Bangalore central (GEN),Uma. V.,IND,Z,827,0.03,0.06,FD,1304384,2434254
Karnataka,Bangalore central (GEN),Jayalakshmi Sundara Rajan,IND,Z,2761,0.11,0.21,FD,1304384,2434254
Karnataka,Bangalore South (GEN),Sowmya Reddy,INC,N,473747,20.23,38.16,L,1241485,2341895
Karnataka,Bangalore South (GEN),Tintisha Hemachandra Sagar,IND,Z,1968,0.08,0.16,FD,1241485,2341895
Karnataka,Bangalore South (GEN),Tejaswini Dhananjay,IND,Z,1150,0.05,0.09,FD,1241485,2341895
Karnataka,Chikkballapur (GEN),Kalavathi. N,SUCI,U,2744,0.14,0.18,FD,1524224,1981767
Kerala,Kasaragod (GEN),M.L Ashwini,BJP,N,219558,15.08,19.86,L,1105434,1455530
Kerala,Kasaragod (GEN),Sukumari M,BSP,N,1612,0.11,0.15,FD,1105434,1455530
Kerala,Kasaragod (GEN),Rajeswari K.R,IND,Z,897,0.06,0.08,FD,1105434,1455530
Kerala,Vadakara (GEN),K.K. Shailaja Teacher,CPI(M),N,443022,31.09,39.55,L,1120038,1424792
Kerala,Vadakara (GEN),Sylaja P. W/O Kunjiraman,IND,Z,326,0.02,0.03,FD,1120038,1424792
Kerala,Vadakara (GEN),Shylaja W/O Jayakrishnan,IND,Z,680,0.05,0.06,FD,1120038,1424792
Kerala,Vadakara (GEN),K.K. Shylaja W/O Rajan,IND,Z,1179,0.08,0.11,FD,1120038,1424792
Kerala,Wayanad (GEN),Annie Raja,CPI,S,283023,19.33,26.26,L,1077654,1464472
Kerala,Wayanad (GEN),Praseetha Azhikode,IND,Z,840,0.06,0.08,FD,1077654,1464472
Kerala,Kozhikode (GEN),Subha,IND,Z,712,0.05,0.07,FD,1083734,1432508
Kerala,Ponnani (GEN),Adv. Nivedida,BJP,N,124798,8.48,12.24,FD,1019735,1471260
Kerala,Ponnani (GEN),Bindhu W/O Devarajan,IND,Z,847,0.06,0.08,FD,1019735,1471260
Kerala,Palakkad (GEN),K T Padmini,BSP,N,2132,0.15,0.21,FD,1027043,1400914
Kerala,Palakkad (GEN),Anna Kuriakose,IND,Z,1433,0.1,0.14,FD,1027043,1400914
Kerala,Alathur (SC),Ramya Haridas,INC,N,383336,28.6,39.11,L,980235,1340183
Kerala,Alathur (SC),Dr T N Sarasu,BJP,N,188230,14.05,19.2,L,980235,1340183
Kerala,Chalakudy (GEN),Rosilin Chacko,BSP,N,2410,0.18,0.26,FD,943224,1311257
Kerala,Ernakulam (GEN),K. J. Shine Teacher,CPI(M),N,231932,17.51,25.69,L,902744,1324757
Kerala,Idukki (GEN),Adv. Sangeetha Viswanathan,BDJS,U,91323,7.3,10.99,FD,831138,1251172
Kerala,Alappuzha (GEN),Sobha Surendran,BJP,N,299648,21.3,28.5,L,1051338,1406689
Kerala,Alappuzha (GEN),Jyothi Abraham,IND,Z,338,0.02,0.03,FD,1051338,1406689
Kerala,Kollam (GEN),P Krishnammal,MCPI,U,549,0.04,0.06,FD,909145,1330873
Kerala,Kollam (GEN),Twinkle Prabhakaran,SUCI,U,708,0.05,0.08,FD,909145,1330873
Kerala,Attingal (GEN),Adv Surabhi S,BSP,N,4524,0.32,0.46,FD,975550,1401114
Kerala,Thiruvananthapuram (GEN),S Mini,SUCI,U,1109,0.08,0.12,FD,956230,1434657
Madhya Pradesh,MORENA (GEN),Rajkumari,IND,Z,1441,0.07,0.12,FD,1182417,2015928
Madhya Pradesh,BHIND (SC),Sandhya Ray,BJP,N,537065,28.07,51.52,W,1042473,1913389
Madhya Pradesh,BHIND (SC),Rekha Shakya,IND,Z,2667,0.14,0.26,FD,1042473,1913389
Madhya Pradesh,GWALIOR (GEN),Archana Singh Rathore,RSPS,U,5892,0.27,0.44,FD,1339888,2160206
Madhya Pradesh,GWALIOR (GEN),Anjali Monu Rawat,PRVPOI,U,1279,0.06,0.1,FD,1339888,2160206
Madhya Pradesh,GWALIOR (GEN),Comrade Rachna Agrawal,SUCI,U,803,0.04,0.06,FD,1339888,2160206
Madhya Pradesh,SAGAR (GEN),Dr. Lata Wankhede,BJP,N,787979,45.11,68.95,W,1142892,1746640
Madhya Pradesh,SAGAR (GEN),Laxmi Kushwaha,PSPU,U,952,0.05,0.08,FD,1142892,1746640
Madhya Pradesh,KHAJURAHO (GEN),Keshkali,RTJSD,U,2872,0.14,0.26,FD,1124413,1998536
Madhya Pradesh,SATNA (GEN),Ranjana Mishra,NDS,U,915,0.05,0.09,FD,1056419,1708823
Madhya Pradesh,REWA (GEN),Neelam Abhay Mishra,INC,N,284085,15.28,31.18,L,911193,1859439
Madhya Pradesh,SIDHI (GEN),Smt. Tara Devi Singh,RTJSD,U,2707,0.13,0.24,FD,1143048,2030095
Madhya Pradesh,SHAHDOL (ST),Smt. Himadri Singh,BJP,N,711143,39.99,62.79,W,1132652,1778158
Madhya Pradesh,SHAHDOL (ST),Dr. Durga Wati Bharia,cvgrp,U,3444,0.19,0.3,FD,1132652,1778158
Madhya Pradesh,SHAHDOL (ST),Keshkali Baiga,IND,Z,10071,0.57,0.89,FD,1132652,1778158
Madhya Pradesh,MANDLA (ST),Kaliya Bai Kakodia,IND,Z,3001,0.14,0.2,FD,1516711,2103244
Madhya Pradesh,BALAGHAT (GEN),Bharti Pardhi,BJP,N,712660,37.99,51.99,W,1370770,1875760
Madhya Pradesh,BALAGHAT (GEN),Priyanka Sanjay Bhandarkar,BSCP,U,2926,0.16,0.21,FD,1370770,1875760
Madhya Pradesh,HOSHANGABAD (GEN),Jyoti Suresh Jhariya,IND,Z,2046,0.11,0.17,FD,1234751,1858158
Madhya Pradesh,VIDISHA (GEN),Seema Sharma,SPAKP,U,1073,0.06,0.07,FD,1446378,1946631
Madhya Pradesh,BHOPAL (GEN),Bharti Yadav,IND,Z,1839,0.08,0.12,FD,1491664,2339411
Madhya Pradesh,UJJAIN (SC),Ganga Malviya,IND,Z,1295,0.07,0.1,FD,1319248,1800347
Madhya Pradesh,RATLAM (ST),Anita Nagarsingh Chouhan,BJP,N,795863,37.99,53.03,W,1500908,2095109
Madhya Pradesh,RATLAM (ST),Sheetal Barela,AKNDBRTSMR,U,3930,0.19,0.26,FD,1500908,2095109
Madhya Pradesh,RATLAM (ST),Sumitra Meda,IND,Z,6930,0.33,0.46,FD,1500908,2095109
Madhya Pradesh,DHAR (ST),Savitri Thakur,BJP,N,794449,40.63,56.37,W,1409393,1955117
Maharashtra,Nandurbar (ST),Dr Heena Vijaykumar Gavit,BJP,N,586878,29.77,42.54,L,1379546,1971324
Maharashtra,Nandurbar (ST),Nirmala Vasave,PPID,U,6947,0.35,0.5,FD,1379546,1971324
Maharashtra,Nandurbar (ST),Gitanjali Shashikant Koli,IND,Z,2381,0.12,0.17,FD,1379546,1971324
Maharashtra,Dhule (GEN),Bachhav Shobha Dinesh,INC,N,583866,28.83,48.07,W,1214602,2025275
Maharashtra,Jalgaon (GEN),Smita Uday Wagh,BJP,N,674428,33.71,58.36,W,1155634,2000402
Maharashtra,Raver (GEN),Khadse Raksha Nikhil,BJP,N,630879,34.59,54.03,W,1167566,1823827
Maharashtra,Raver (GEN),Komalbai Bapurao Patil,IND,Z,1429,0.08,0.12,FD,1167566,1823827
Maharashtra,Raver (GEN),Mamta Alias Mumtaj Bhikari Tadavi,IND,Z,7884,0.43,0.68,FD,1167566,1823827
Maharashtra,Buldhana (GEN),Prof Sumantai Tirpude,PPID,U,1511,0.08,0.14,FD,1105710,1787095
Maharashtra,Buldhana (GEN),Rekha Kailas Pophalkar,IND,Z,1540,0.09,0.14,FD,1105710,1787095
Maharashtra,Akola (GEN),Priti Pramod Sadanshiv,RPIS,U,536,0.03,0.05,FD,1167289,1894657
Maharashtra,Akola (GEN),Ujwala Vinayak Raut,IND,Z,1306,0.07,0.11,FD,1167289,1894657
Maharashtra,Amravati (SC),Navneet Ravi Rana,BJP,N,506540,27.55,43.26,L,1171035,1838767
Maharashtra,Amravati (SC),Sushama Gajanan Awachar,JYVDRBP,U,659,0.04,0.06,FD,1171035,1838767
Maharashtra,Amravati (SC),Tara Suresh Wankhade,IND,Z,527,0.03,0.05,FD,1171035,1838767
Maharashtra,Amravati (SC),Varsha Bhagawantrao Bhagat,IND,Z,443,0.02,0.04,FD,1171035,1838767
Maharashtra,Amravati (SC),Sumitra Sahebrao Gaikwad,IND,Z,2690,0.15,0.23,FD,1171035,1838767
Maharashtra,Amravati (SC),Sonali Sanjay Meshram,IND,Z,272,0.01,0.02,FD,1171035,1838767
Maharashtra,Wardha (GEN),Dixita Anand,DJHP,U,736,0.04,0.07,FD,1090378,1684292
Maharashtra,Wardha (GEN),Pooja Pankaj Tadas,IND,Z,2135,0.13,0.2,FD,1090378,1684292
Maharashtra,Ramtek (SC),Gaikwad Manjusha Sachin,AKBRPRVP,U,1773,0.09,0.14,FD,1244685,2050952
Maharashtra,Ramtek (SC),Roshani Atul Gajbhiye,GGP,U,5137,0.25,0.41,FD,1244685,2050952
